tweets,label,preprocess_tweets
@Williamw1 ha! I'm looking forward to the UK rejoining the wider world and reinvigorating our democracy 😉#StrongerOut #VoteLeave,leave,ha i'm looking forward to the uk rejoining the wider world and reinvigorating our democracy 😉 <hashtag> <hashtag>
@BrexitTheMovie @Martin_Durkin Looking forward to this! See you next week. #Brexit #VoteLeave https://t.co/n65RfxM3cs,leave,looking forward to this see you next week <hashtag> <hashtag> <url>
No. https://t.co/ZnW9ci2qDQ,leave,no <url>
@David_Cameron why the change? #EUreferendum  https://t.co/Auwl4hvGuA,leave,why the change <hashtag> <url>
"The case for a kinder, gentler sort of Brexit.  Sounds good to me. https://t.co/3YPongo2NQ",leave,the case for a kinder gentler sort of brexit sounds good to me <url>
"Europe is the European Union. It is a constitutional union, and that is what Europe is. https://t.co/tgNLrNgBpS",leave,europe is the european union it is a constitutional union and that is what europe is <url>
"Brexit will leave 2 million Britons in legal limbo abroad, say peers https://t.co/kU49uqP7WW https://t.co/FtI29OU2s8",leave,brexit will leave <number> million britons in legal limbo abroad say peers <url> <url>
If the EU is so good and so beneficial will the USA join?? https://t.co/c67qhajkfj,leave,if the eu is so good and so beneficial will the usa join <url>
Don't need a trade agreement with the US if we leave - Young #EUreferendum,leave,don't need a trade agreement with the us if we leave - young <hashtag>
"Donald Trump backs Brexit, saying UK would be 'better off' without EU:  https://t.co/9I9mivFK07",leave,donald trump backs brexit saying uk would be ' better off ' without eu : <url>
"@lasancmt @StrongerIn We don't need fear arguments. The #brexit campaign is for a positive step, a brighter future, setting ourselves free.",leave,we don't need fear arguments the <hashtag> campaign is for a positive step a brighter future setting ourselves free
Merkel seems oblivious to fact she created the problem! Is she schizophrenic or supremely stupid? #VoteLeave #Brexit https://t.co/F8Zr3iXrxp,leave,merkel seems oblivious to fact she created the problem is she schizophrenic or supremely stupid <hashtag> <hashtag> <url>
"All about love of God, and love of neighbour really ! https://t.co/bUGDwd3V22",leave,all about love of god and love of neighbour really <url>
London mayor may be Labour's lone bright spot in local elections https://t.co/fNEbWTyebR via @Yahoocanada #Brexit #VoteLeave #LeaveEU @nero,leave,london mayor may be labour's lone bright spot in local elections <url> via <hashtag> <hashtag> <hashtag>
This chap sounds like a Brexiter https://t.co/PfkNItfrly #EUreferendum,leave,this chap sounds like a brexiter <url> <hashtag>
#IMF warns #Denmark of risk for exports if Britain quits #EU #dkpol #politics #Brexit #dkfinans #UK #Britain  https://t.co/9Yv4iNANBn,leave,<hashtag> warns <hashtag> of risk for exports if britain quits <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <url>
@skygillian trump talks more sense than Obama on a brexit. He's more respected by normal people for speaking the truth #trumpforpresident,leave,trump talks more sense than obama on a brexit he's more respected by normal people for speaking the truth <hashtag>
"""We're gonna build a wall, and France is gonna pay for it"" https://t.co/7s8iAlR1VZ",leave,""" we're gonna build a wall and france is gonna pay for it "" <url>"
#EuropeanUnion is not democratic #Brexit ensure UK is https://t.co/Kootj6loJf,leave,<hashtag> is not democratic <hashtag> ensure uk is <url>
Donald Trump says UK would be better off with #Brexit https://t.co/N1A58TgAxm https://t.co/koPHs3pivT,leave,donald trump says uk would be better off with <hashtag> <url> <url>
Arguments for Out not v strong here considering chaos caused https://t.co/lfOTx91tch,leave,arguments for out not v strong here considering chaos caused <url>
@BorisJohnson seems to have lost his touch with the voters. Supporting #brexit has exposed him as cynical and self-serving #voteremain,leave,seems to have lost his touch with the voters supporting <hashtag> has exposed him as cynical and self-serving <hashtag>
A truth we hate to admit – we are one people in #Europe #Remain #StrongerIn  https://t.co/920EdV7bL7,leave,a truth we hate to admit – we are one people in <hashtag> <hashtag> <hashtag> <url>
"@jonathanalgar hence why the BREXIT vote is irrelevant, EU RIP ⚰",leave,hence why the brexit vote is irrelevant eu rip ⚰
EU has 'too many part-time Europeans' - @JunckerEU Balls to your EU . Putting the Great back into Britain  #BrExit - https://t.co/wUOiWKD6br,leave,eu has ' too many part-time europeans ' - balls to your eu putting the great back into britain <hashtag> - <url>
Fantastic evening with @JSeymourUKIP at her office in Telford alongside some great campaigners and people #VoteLeave https://t.co/rKyOs3OCAA,leave,fantastic evening with at her office in telford alongside some great campaigners and people <hashtag> <url>
@PrivateEyeNews The political masterstroke that could win it for LEAVE #Brexit #referendum https://t.co/MNDFqz27EF,leave,the political masterstroke that could win it for leave <hashtag> <hashtag> <url>
"Brexit, Political Risk Premia and OTC Interest Rate Derivatives https://t.co/Wh5ixGxmyp #Brexit #Markets #Euro https://t.co/wKgpttDSGs",leave,brexit political risk premia and otc interest rate derivatives <url> <hashtag> <hashtag> <hashtag> <url>
@euroseptic don't fall for that EU Ponzi scheme scam! #Brexit,leave,don't fall for that eu ponzi scheme scam <hashtag>
Size is not all when it comes to a post-Brexit trade deal: https://t.co/5CoKCk2kvx #FT @ChrisGiles_ debunks BREXIT economic case,leave,size is not all when it comes to a post-brexit trade deal : <url> <hashtag> debunks brexit economic case
#sigh  https://t.co/jnIhHG02sX,leave,<hashtag> <url>
Trump backs Brexit https://t.co/uFH4UcaY3T,leave,trump backs brexit <url>
"As I said, yet more #BrexitLies.  Oh, and what was that your lot kept saying about #ProjectFear? #StrongerIn @DavidJo52951945 @vote_leave",leave,as i said yet more <hashtag> oh and what was that your lot kept saying about <hashtag> <hashtag>
God Forbid #VoteLeave #Brexit #BetterOffOut https://t.co/nylKSuV3rG,leave,god forbid <hashtag> <hashtag> <hashtag> <url>
"Donald Trump backing Leave! Another one to add to our Rogues Gallery perhaps..
https://t.co/n83hcJmKSZ  #EUref https://t.co/XmthR19CSO",leave,donald trump backing leave another one to add to our rogues gallery perhaps <url> <hashtag> <url>
#bbcqt well done mr Lawson valid points for brexit,leave,<hashtag> well done mr lawson valid points for brexit
@Dragonblaze @RoyalNavyNews NATO is far more relevant &amp; effective than the #EU - too many decisionmakers #Brexit https://t.co/PNoywYr5wq,leave,nato is far more relevant amp ; effective than the <hashtag> - too many decisionmakers <hashtag> <url>
"BAE Systems lifted by contract win as chairman warns of #Brexit risks @BAESystemsplc #EUref #UKinEU #StrongerIn
https://t.co/qaABJIjamN",leave,bae systems lifted by contract win as chairman warns of <hashtag> risks <hashtag> <hashtag> <hashtag> <url>
@SfBYorkUni UK-EU trade down 10%. If we #VoteLeave we can trade freely with emerging economies not just the declining eurozone,leave,uk-eu trade down <number> if we <hashtag> we can trade freely with emerging economies not just the declining eurozone
@realDonaldTrump says backs #Brexit - media reports #USElections2016,leave,says backs <hashtag> - media reports <hashtag>
Please people VOTE LEAVE https://t.co/lDUVjuotDn,leave,please people vote leave <url>
"@naimanka74 @truemagic68 @TelePolitics Quite likely, thats his style. But he's very popular with voters &amp; we welcome his support for #Brexit",leave,quite likely thats his style but he's very popular with voters amp ; we welcome his support for <hashtag>
"Well that`s N/African migrants sorted,what about the other 1.6 million Asian who will be in the EU. #Brexit https://t.co/aVDx2ELPLl",leave,well that ` s n / african migrants sortedwhat about the other <number> million asian who will be in the eu <hashtag> <url>
"News: Pound would fall 10% on Brexit vote, fund manager says https://t.co/3okcLWeALO",leave,news : pound would fall <number> on brexit vote fund manager says <url>
Don't believe those who talk #Britain down #voteleave and take back control from #Brussels. https://t.co/zoAlDAAV03 #Brexit #June23,leave,don't believe those who talk <hashtag> down <hashtag> and take back control from <hashtag> <url> <hashtag> <hashtag>
Good lord. Welcome to an entirely new experience. Agreeing with Nigel Lawson #bbcqt #VoteLeave,leave,good lord welcome to an entirely new experience agreeing with nigel lawson <hashtag> <hashtag>
@MichaelBrailsfo @howlinsheep @V0TE_LEAVE @StephenMangan All those on the brexit list are further down the twat list though,leave,all those on the brexit list are further down the twat list though
"@George_Osborne @CCHQPress Can this be done without EU intervention? Good!

https://t.co/oxRu7YBnbP

#Brexit",leave,can this be done without eu intervention good <url> <hashtag>
@raincoatgirl_ @bluehand007 Hope it's not too late to take UK back for you folks. Brexit and take charge again. Best of luck.,leave,hope it's not too late to take uk back for you folks brexit and take charge again best of luck
"@RickPoleway @AlfredTheOK @StrongerIn @StrongerInPress Leaving the EEC, rahter.",leave,leaving the eec rahter
Lies &amp; emotive keywords that are incongruous with @vote_leave. I guess you can't stop a few #gullible non-thinking lemmings tho. #Brexit,leave,lies amp ; emotive keywords that are incongruous with i guess you can't stop a few <hashtag> non-thinking lemmings tho <hashtag>
"'We're being force fed fear like ducks being fattened up for foie gras' Why #Brexit is being sold wrong @MarketingUK
https://t.co/XC0wDeFKvB",leave,' we're being force fed fear like ducks being fattened up for foie gras ' why <hashtag> is being sold wrong <url>
EU workers fear impact of #Brexit on jobs https://t.co/I93aOTBGDQ @FT @gonzalovina,leave,eu workers fear impact of <hashtag> on jobs <url>
A bunch of us are waiting to hear about our Horizon 2020 bids before we commit ;) https://t.co/LgovQJis6i,leave,a bunch of us are waiting to hear about our horizon <number> bids before we commit ; <url>
Lorry driver on 1show pro-Brexit because he wants to work more hours. How scary  #fatiguekills #roadsafety,leave,lorry driver on <number> show pro-brexit because he wants to work more hours how scary <hashtag> <hashtag>
West Ham have bid $31.5m for Batshuayi and the Brexit can't come fast enough for continental European clubs.,leave,west ham have bid <number> m for batshuayi and the brexit can't come fast enough for continental european clubs
"@NeilUKIP @marie52d What a terrible thing to say, none of us want to live under an oppressive regime...hence why we're all voting #BrExit",leave,what a terrible thing to say none of us want to live under an oppressive regimehence why we're all voting <hashtag>
Hence Government is terrifying BBC to dumb down its Brexit coverage https://t.co/dppeGycg3x,leave,hence government is terrifying bbc to dumb down its brexit coverage <url>
Greenland left the EU in less than three years https://t.co/soCN7io721 #brexit #voteleave #euref #remain #go #britainout #leaveeu,leave,greenland left the eu in less than three years <url> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag>
Another reason to vote #OUT in June. #Brexit https://t.co/CeWs1IxrjI,leave,another reason to vote <hashtag> in june <hashtag> <url>
"This is exactly the kind of beetfaced nationalism we were talking about.
Full Spode https://t.co/Q1EKnTeSCn",leave,this is exactly the kind of beetfaced nationalism we were talking about full spode <url>
Britain Better Off Without The European Union: Trump On Brexit: Donald Trump has said Britain would be better... https://t.co/3N5Ds1IaEB,leave,britain better off without the european union : trump on brexit : donald trump has said britain would be better <url>
